Latitude,Longitude,Departement,Titre,Thematique,Forme,Dates,Semaine du,Horaire,Lieu,Organisateurs,Informations,Lien,Site structure,Prix,Adresse,Code postal,Ville,Full Address,Description
45.56669780000001,5.9302001,Savoie / Haute-Savoie,Migrant’scène Savoie,,Festival,Sam 7 nov au dim 6 déc,"Semaine du 02 novembre, Semaine du 09 novembre, Semaine du 16 novembre, Semaine du 23 novembre, Semaine du 30 novembre",,Chambéry & Savoie,"Le collectif Migrant’scène Chambéry réunit La Cimade, l’ADDCAES, Pays de Savoie Solidaires, le Secours Catholique et les Relations Internationales de la ville de Chambéry.",contact@addcaes.org - 04 79 72 43 49,http://traces-migrations.org/2020/09/10/migrantscene-savoie/,,,311 Fbg Montmélian,73000,Chambéry,311 Fbg Montmélian 73000 Chambéry ,"Porté par un collectif d’organisation, le festival Migrant’Scène propose une quarantaine d’événements en Savoie. La richesse du programme est issue de multiples partenariats qui permettent le croisement de différents réseaux. Parmi les propositions : une journée d’animation pour découvrir la culture albanaise, l’exposition Frontières du Musée national de l’histoire de l’immigration, une conférence sur les migrations climatiques, des ciné-débats, des présentations d’ouvrages.... Programme à suivre !Le 20 novembre à 19h30, projection du film “Avec les mots des autres” d'Antoine Dubos, à l'Auditorium du CHS de la Savoie, 89 avenue de Bassens, 73000 Bassens.Synopsis : lors des consultations de l’équipe Mobile Psychiatrie et Précarité, les demandeurs d’asile viennent déposer leurs mots. Peu à peu, malgré les difficultés qui continuent à s’immiscer dans leur parcours d’exilé, ils tentent de se reconstruire."
45.759949,4.8312788,Rhone,Syndicalisation et luttes des femmes de ménage et agents d’entretien,"Travail, Luttes","Conférence, Table ronde, Atelier, Formation",Sam 7 nov,Semaine du 02 novembre,15h,Théâtre de Célestins,Le Collectif X et l'Harmonie Communale,04 72 77 40 00,http://traces-migrations.org/2020/09/10/rhone1107cx/,www.echosdelafabrique.net,Gratuit – sur réservation,4 rue Charles Dullin,69002,Lyon,4 rue Charles Dullin 69002 Lyon ,"Dans le monde du travail les salariées issues de l’immigration sont souvent relayées à des emplois subalternes demandant peu de qualification et faiblement rémunérés. Les réseaux migratoires, communautaires et parfois familiaux permettent bien souvent de rendre la lutte possible. Saphia Doumenc, doctorante en science politique (Université Lumière Lyon 2, laboratoire TRIANGLE/LEST, RIZE) présentera sa recherche sur les mobilisations dans le secteur du nettoyage. Rencontre organisée dans le cadre de la création en cours d'un spectacle qui sera présenté en mai 2021."
45.7809377,3.0836013,Auvergne,“J’aimerais que tu restes”,Travail,"Projection, Débat",Dim 8 nov,Semaine du 02 novembre,17h30,Café-Lecture Les Augustes,Café-Lecture Les Augustes,animation.lesaugustes@gmail.com,http://traces-migrations.org/2020/09/11/auv1108augustes/,cafelesaugustes.fr,Gratuit,5 rue sous les Augustins,63000,Clermont-Ferrand,5 rue sous les Augustins 63000 Clermont-Ferrand ,"« Mihaela, Abdo, Tome ont un jour poussé la porte du café-lecture Les Augustes, pour faire des rencontres, jouer du piano ou devenir bénévoles... Ils racontent leurs parcours, leurs pays d'origine, leurs pays d'accueil, ce qui pèse sur leurs cœurs et ce qui les pousse à avancer. » Projection en présence des protagonistes et de la réalisatrice Eloïse Lebourg (sous réserve)."
44.9315125,4.8936753,Drôme / Ardèche,Les petites Arménies de la vallée du Rhône,"Habitat, Travail","Rencontre dédicace, Littérature, Poésie",Dim 8 nov,Semaine du 02 novembre,15h,Le CPA,Le CPA (Valence),contact@le-cpa.com – 04 75 80 13 00,http://traces-migrations.org/2020/09/10/drome-1108-cpa/,,Gratuit,14 rue louis Gallet,26000,Valence,14 rue louis Gallet 26000 Valence ,"Axe de circulation mais également territoire d’ancrage, la vallée du Rhône et ses environs sont depuis le début du XXe siècle une terre d’enracinement pour la diaspora arménienne. À Romans, Valence, Montélimar, Aubenas, Saint-Martin d’Hères, Grenoble, Décines, Vienne, Lyon, Saint-Étienne ou Saint-Chamond, Boris Adjemian a rencontré les réfugiés et leurs descendants et retrace l’histoire de ces arrivées successives.."
45.43672249999999,4.386477,Loire,"Des Réfugiés, Artistes ??!",Expression artistique des personnes migrantes,Rencontre,Lun 9 oct,Semaine du 09 novembre,17h,Les Moyens du Bord,l’Association LES MOYENS DU BORD,lesmoyensdubord42@gmail.com - 04 77 37 28 27,http://traces-migrations.org/2020/09/11/loire-1109-artistes/,lmdb42.wordpress.com,Gratuit,38 rue de la Résistance,42000, Saint-Etienne,38 rue de la Résistance 42000  Saint-Etienne ,"Joe OKITAWANIA, congolais de la RDC, artiste peintre et écrivain, présentera ses 2 livres : « L’Evangile selon Joe » et « Le huitième jour de la semaine », riche d’illustrations de ses propres œuvres (en vente). Avec (Sous réserve) M’Bhooka MONSENGWO, congolais de la RDC, artiste peintre et sculpteur."
45.4344433,4.3941734,Loire,"Née un 17 Octobre, Rachid Benzine",Histoire coloniale,Théâtre,Lun 9 oct,Semaine du 09 novembre,20h,Salle Jeanne d’Arc,Agasef – dans le cadre de l’action « Comprendre pour mieux agir »,comprendrepourmieuxagir@gmail,http://traces-migrations.org/2020/09/11/loire-1109-17oct/,,Gratuit sur réservation,Rue Jean Claude Tissot,42000, Saint-Etienne,Rue Jean Claude Tissot 42000  Saint-Etienne ,"Mostefa, son fils Reda et sa petite fille Marie Myriam vivent ensemble dans un vieil appartement de Nanterre. À travers un événement tragique occulté des mémoires, vont se heurter les imaginaires et les représentations de chacun sur la France, l’Algérie, l’intégration, l’indépendance, le racisme, le capitalisme, les libertés et les identités. Pièce de théâtre de Rachid Benzine, mise en scène de Mounya Boudiaf, production compagnie Kalaam."
45.188581,5.737343999999999,Isère,"Debycratie, de Aboubakar Sow",Expression artistique des personnes migrantes,"Lecture, Repas",Mar 10 nov,Semaine du 09 novembre,19h30,Maison de la Nature et de l'Environnement de l'Isère,Survie Isère et Association Franco-Tchadienne « Goumoufok »,Nico (Survie) 07 81 33 10 95,http://traces-migrations.org/2020/09/10/isere-1110-debycratie/,survie.isere.free.fr,Gratuit,5 place Bir Hakeim,38000,Grenoble,5 place Bir Hakeim 38000 Grenoble ,"Pourquoi, chaque année, des milliers de Tchadiens décident-ils de s’installer à l'étranger ? Le film de Aboubakar Sow « Debycratie » apporte un regard critique sur les conséquences de ce climat socio-politique dont une des marques est la violence, la torture et qui finit par engendrer le déplacement des personnes en recherche d’un refuge... Après la projection, échange avec le réalisateur."
45.736846,4.8200677,Rhone,Frontières et migrations entre le Mexique et les USA,Frontières,"Conférence, Table ronde",Jeu 12 nov,Semaine du 09 novembre,18h30,École urbaine de Lyon,,ecole.urbaine@universite-lyon.fr,http://traces-migrations.org/2020/09/10/rhone1112eul/,,Entrée libre sur réservation,71 Quai Perrache,69002,Lyon,71 Quai Perrache 69002 Lyon ,
45.99679870000001,5.0285812,Ain,L’art pour comprendre le Monde ,Expression artistique des personnes migrantes,"Exposition, Repas, Echanges",Jeu 12 nov,Semaine du 09 novembre,De 17h à 20h,Centre Huda de ADSEA01,"HUDA ADSEA01 Carole Bouteille Van Den Besselaer, directrice",carole.bouteille@sauvegarde01.fr,http://traces-migrations.org/2020/09/11/ain-1112-art/,,,80 chemin des Oures,01330,Villar les Dombes,80 chemin des Oures 01330 Villar les Dombes ,"Rencontre interculturelle à l’HUDA. Autour d’une exposition d’art et des moments culinaires, cette soirée s’annonce riche en convivialité et partage. C’est une expérience originale qui illustre la possibilité de partage au-delà des frontières. Les œuvres produites par les uns et les autres témoignent de leur parcours de vie. L'exposition a pour objectif de laisser une trace du passage et de la vie de ces résidents qui viennent chercher l’asile dans le pays des droits humains."
45.1910934,5.7676032,Isère,Luttes en partage,"Habitat, Luttes","Projection, Débat",Jeu 12 nov,Semaine du 09 novembre,De 18h à 22h30,Espace Vie Etudiante,Réseau Université Sans Frontières 38,rusf38@gresille.org,http://traces-migrations.org/2020/09/11/isere-1112-luttes/,fr-fr.facebook.com/RUSF38/ns.org,Gratuit dans la limite des places disponibles,701 avenue centrale,38400,Saint Martin d'Hères,701 avenue centrale 38400 Saint Martin d'Hères ,"À partir de la projection de films réalisés par des habitant.e.s d'un lieu occupé à Lyon, discussion, repas et moment de convivialité avec le Réseau Université Sans Frontière 38 (RUSF), des personnes du collège Maurice Scève (Lyon), du collectif des étudiant.es étranger.es (Lyon), du Patio Solidaire (Grenoble), le réalisateur Antoine Dubos, et la GRAIL (cantine solidaire)."
45.43672249999999,4.386477,Loire,Migrants au gré des flots #2,Expression artistique des personnes migrantes,"Lecture publique, Débat",Jeu 12 nov,Semaine du 09 novembre,17h,Les Moyens du Bord,,lesmoyensdubord42@gmail.com - 04 77 37 28 27,http://traces-migrations.org/2020/09/11/loire-1112-flots/,lmdb42.wordpress.com,,38 rue de la Résistance,42000, Saint-Etienne,38 rue de la Résistance 42000  Saint-Etienne ,Soirée d’évocation du parcours inimaginable des migrants qui tentent d’atteindre l’Europe de Schengen par la traversée ultime de la Méditerranée. 18h30 : lecture d’extraits de récits de migrants et de romans d’écrivains par la Cie VOIX-CI VOIX-LA. Avec la participation de Madjid MEZABER et ses percussions. Et intervention de l’association SOS MÉDITERRANÉE.
45.7451126,4.8478314,Rhone,Restez chez vous ? Quid de la crise sanitaire dans les quartiers populaires ?,"Discriminations, Quartiers populaires","Conférence, Table ronde",Jeu 12 nov,Semaine du 09 novembre,18h,MJC Jean Macé,réseau Traces et la MJC Jean Macé,04 78 58 73 10 – culture@mjcjeanmace.fr,http://traces-migrations.org/2020/09/10/rhone1212mjc/,www.mjcjeanmace.com,Gratuit sur réservation,38 Rue Camille Roy,69007,Lyon,38 Rue Camille Roy 69007 Lyon ,"Crise Covid, confinement. Les quartiers populaires “mauvais élèves” ? Stigmatisés dans de nombreux médias pour de prétendues incivilités, ne sont-ils pas plutôt pris au piège des criantes inégalités territoriales ? Conditions d'hébergement, travail précaire, accès à l'éducation... Nous vous proposons d'interroger comment la crise est révélatrice des frontières invisibles au cœur de nos villes.En présence de Mohamed Mechmache, (collectifs “Pas Sans Nous” et ACLeFeu), de Anne-Laure AMILHAT SZARY spécialiste de géographie politique (Pacte, Université Grenoble-Alpes), et de collectifs (Espace communal de la Guillotière, Vaulx-en-Velin). Introduction par un texte écrit et lu par Brigitte Giraud. Médiation par Laurence VET, présidente et Charlotte RABINE, vice-présidente culture de la MJC."
45.78827709999999,4.9182353,Rhone,« Vaulx-en-Velin : histoires et mémoires de luttes »,"Quartiers populaires, Luttes","Films, Exposition, Débat",Les 13 et 14 nov,Semaine du 09 novembre,De 9h à 16h,Cinéma Les Amphis,"Canuts Solidarité, Cinéma Les amphis, L’Écho des cités",Téléphone : 04 78 79 17 29,http://traces-migrations.org/2020/09/11/rhone1113vaulx/,https://vaulx-en-velin.net/sortir/culture/cinema-les-amphis/,,12 Rue Pierre Cot,69120,Vaulx-en-Velin,12 Rue Pierre Cot 69120 Vaulx-en-Velin ,"Vaulx-en-Velin est une ville cosmopolite où les histoires et les mémoires s’entremêlent, se croisent et parfois s’affrontent. 30 ans après les “évènements de 1990”, nous souhaitons aborder l’histoire et le présent des solidarités, des luttes des quartiers populaires. Présentation de l’exposition « Ceux qui marchent encore » (L’Écho des Cités, Remembeur, 2013), et des films S’Hab la Zup (Madani Marzuk, Tarek Kawtari, 2018, 47 min) & ""Mémoires de guerres, Mémoires de soldats oubliés », (Éric Blanchot, Le Grain, 2005, 32 min). En présence des auteurs des films et de l’exposition."
45.4744661,4.5117688,Loire,Exil et Hospitalité,"Habitat, Hospitalité","Conférence, Table ronde",Ven 13 nov,Semaine du 09 novembre,20h,MJC de Saint-Chamond,,quitterie@asmlsyria.com - chcaps69@gmail.com - act-for-ref@outlook.fr,http://traces-migrations.org/2020/09/11/loire-1113-exil/,,Gratuit,2 avenue de la Libération,42400,Saint-Chamond,2 avenue de la Libération 42400 Saint-Chamond ,"Le public sera invité à découvrir l’hébergement solidaire grâce aux témoignages de personnes qui ont expérimenté l’accueil citoyen par différents biais, et par des extraits vidéos du projet de film en réalité virtuelle “RV Chez Vous” réalisé avec différents protagonistes du projet “Refuge”, projet d’accueil et d’intégration socioprofessionnelle des défenseurs des droits de l’Homme syriens en exil. Intervenants : Somar Bakir, Laurence Loison, Irène Goldstein, Chantal Capelli, modératrice : Valérie Gauriat (Euronews)."
45.4364149,4.3904458,Loire,Soirée scopitone et juke-box,"Expression artistique des personnes migrantes, Quartiers populaires","Projection, Concert, Juke-Box, Autre",Ven 13 nov,Semaine du 09 novembre,20h,La Friterie,"La friterie (Famille Belala), Anaïs Amrani-Hammour, Le Grain et le réseau Traces.","La friterie (Famille Belala), Anaïs Amrani-Hammour, Le Grain et le réseau Traces.",http://traces-migrations.org/2020/09/11/loire-1113-scopitone/,,Prix libre,9 rue Georges Dupré,42000, Saint-Etienne,9 rue Georges Dupré 42000  Saint-Etienne ,"Le film « Trésors de Scopitones, arabe et kabyle » de Michèle Collery, Anaïs Prosaïc (France, 1999, 52 mn) nous plonge au cœur du patrimoine culturel et musical des immigrés maghrébins des années 60-70. Un voyage dans les cafés populaires, emblématiques, où les immigrés venaient se retrouver pour atténuer les rigueurs de l’exil. Discussion avec la réalisatrice Allaoua Bakha (Le Grain) et Hajer Ben Boubaker (Vintage Arab). Pour l'occasion, vous êtes aussi invité·es à venir mettre votre 45 tours dans le juke-box de “La Friterie”, bistrot familial ouvert depuis 47 ans."
45.1530815,5.3190691,Isère,Sur la route de l’exil,"Travail, Habitat, Hospitalité","Projection, Débat",Ven 13 nov,Semaine du 09 novembre,Dès 18h,Espace St-Laurent,Service action culturelle de Saint-Marcellin Vercors Isère Communauté intercommunal et le service culturel de la Ville de Saint-Marcellin,,http://traces-migrations.org/2020/09/10/isere-1112-saint-marcellin/,www.bibliotheques.saintmarcellin-vercors-isere.fr,Gratuit,1 Boulevard du Champ de Mars,38160,Saint-Marcellin,1 Boulevard du Champ de Mars 38160 Saint-Marcellin ,"18h - Vernissage de l’exposition « Sur la route de l’exil, un centre d’hébergement pour réfugiés à Cognin-les-Gorges 1977-1992 » avec Benjamin Vanderlick et Philippe Hanus. 20h - Rencontre et échanges avec Karen Akoka autour de son livre « L’asile et l’exil, Une histoire de la distinction réfugiés/migrants » et Tero Loko, association qui porte un lieu d’accueil et d’insertion à destination de personnes réfugiées et d’habitants du territoire."
45.4392007,4.4013634,Loire,WEEK-END IMAGES MIGRANTES Saint-Etienne,,"Projection, Débat",Sam 14 et dim 15 nov,Semaine du 09 novembre,"Sam à partir de 11h, Dim à partir de 14h",,"dans le cadre du Festival MIGRANT’SCÈNE par LE MÉLIÈS, le réseau Traces, La Cimade, Radio DIO, en partenariat avec de nombreux acteurs stéphanois",,http://traces-migrations.org/2020/09/11/images-migrantes-ste/,www.lemelies.com,Tarifs habituels du Méliès,8 Rue de la Valse,42100, Saint-Etienne,8 Rue de la Valse 42100  Saint-Etienne ,
45.1530815,5.3190691,Isère,Là où vont nos pères,,"Table ronde, Exposition, Conférence",Dim 15 nov,Semaine du 09 novembre,17h,Médiathèque intercommunale de Saint-Marcellin,Médiathèque intercommunale de Saint Marcellin,Réservation Diapason : 04 76 38 89 84,http://traces-migrations.org/2020/09/10/%e2%80%afla-ou-vont-nos-peres%e2%80%af/,www.diapason-saint-marcellin.fr,Gratuit (réservation conseillée),1 Boulevard du Champ de Mars,38160,Saint-Marcellin,1 Boulevard du Champ de Mars 38160 Saint-Marcellin ,"« Un homme fait sa valise. Il quitte sa femme et sa fille. Il embarque à bord d’un navire pour traverser l’océan. Là-bas, dans ce pays nouveau et étrange où il doit réapprendre à vivre, il rencontrera d’autres gens, exilés comme lui, eux aussi perdus dans ce monde nouveau... » La bande dessinée de Shaun Tan est projetée et mise en images par Antoine Asselineau. Et accompagnée par la contrebasse de Florent Hermet."
44.5630868,4.7536075,Drôme / Ardèche,Regards croisés sur l’immigration italienne en Drôme Ardèche,,"Exposition itinérante, Projection",Dim 15 nov au mer 9 déc,"Semaine du 09 novembre, Semaine du 16 novembre, Semaine du 23 novembre, Semaine du 30 novembre",,Villes de Cruas et Le Teil,"Assofital, Festival du Cinéma Italien de Montélimar Le Teil Cruas",Alexandre Covelli : assofital@gmail.com,http://traces-migrations.org/2020/09/10/isere-1115-leteil/,,Gratuit,1 avenue Saint Martin,26200,Montélimar,1 avenue Saint Martin 26200 Montélimar ,"Le dialogue entre les deux expositions, « Cruas à l’italienne » conçue par Assofital et « Ciao Italia ! » du Musée national de l’histoire de l’immigration, vient nourrir et éclairer la mémoire des migrations dans notre région. À l’échelle locale et nationale, elles mettent en lien l’histoire de l’immigration italienne et celle des migrations d’aujourd’hui. Assofital et le Festival du Cinéma Italien proposeront aussi projections et rencontres. Programme à suivre."
45.7746413,3.0840718,Auvergne,« Protéger les enfants et leurs droits »,,Exposition,Mar 17 nov au sam 5 déc,"Semaine du 16 novembre, Semaine du 23 novembre, Semaine du 30 novembre",Aux heures d’ouverture de la médiathèque,Médiathèque de Jaude,"Médiathèque de Jaude (Clermont Métropole, La Cimade)",bibliotheque.jaude@clermontmetropole.eu.,http://traces-migrations.org/2020/09/11/auv1117mediat1/,,Gratuit,9 place Aragon,63000,Clermont Ferrand,9 place Aragon 63000 Clermont Ferrand ,"La France s’est engagée à protéger et offrir une vie digne aux enfants résidant sur son sol. Or, les politiques migratoires menées à l’échelle française et européenne bafouent les droits de milliers d’entre eux. Cette exposition fait pénétrer dans un univers où vivre en famille, avoir un toit, être scolarisé, soigné ou protégé est loin d’être une réalité pour chaque enfant. A fortiori s’il est isolé ou si ses parents n’ont pas les bons papiers"
45.7469504,4.8275673,Rhone,MAGHREB K7 CLUB,Expression artistique des personnes migrantes,"Conférence, Table ronde, Concert",Mar 17 nov,Semaine du 16 novembre,19h30,Périscope,"Le Périscope, le réseau Traces, Sofa Records, Bongo Joe, et le CMTRA.",periscope-lyon.com,http://traces-migrations.org/2020/09/10/rhone1117mk7c/,periscope.communication@gmail.com,Gratuit,13 rue Delandine,69002,Lyon,13 rue Delandine 69002 Lyon ,"Lyon, 1985 : la Guillotière est le cœur battant des musiques populaires maghrébines de la région. Peroline Barbet nous racontera l’épopée des K7 algéro-lyonnaises et fera écouter de nombreuses chansons puisées dans le corpus de K7 produites à Lyon de 1970 à 1990. Suivi d'une scène ouverte avec les principaux musiciens de ce courant musical synthétique, roots, low-fi, populaire, amateur, génial"
45.761685,4.8859622,Rhone,"Amphi Z - On vit ici, on reste ici ! ","Habitat, Luttes","Projection, Débat",Mer 18 nov,Semaine du 16 novembre,19h30,LA Balise 46,"LA Balise 46, Tillandsia, la MJC de Villeurbanne",04 78 84 84 83 – contact@mjc-villeurbanne.org,http://traces-migrations.org/2020/09/10/rhone1118amphiz/,tillandsia-video.com,Prix libre – réservation recommandée,46 Cours du Dr Jean Damidot,69100,Villeurbanne,46 Cours du Dr Jean Damidot 69100 Villeurbanne ,"En novembre 2017, une cinquantaine d'exilé.es sont expulsé·es d'un campement de fortune. Ils décident, avec des étudiant·es d'occuper un amphi à l'université Lyon 2. Après plusieurs semaines d'occupation et face aux menaces d'expulsion, ils réquisitionnent un bâtiment à Villeurbanne. A travers le parcours de ses protagonistes, ce film retrace deux ans de lutte. Projection suivie d'une rencontre avec l'équipe de réalisation."
45.6752845,6.388577,Savoie / Haute-Savoie,"Être d’ici, venir d’ailleurs",,"Film, Lecture poétique",Mer 18 nov,Semaine du 16 novembre,20h,Le Garage de la librairie des Bauges,Le Garage,,http://traces-migrations.org/2020/09/10/savoies-1118-bauges/,www.librairiedesbauges.fr/le-garage/evenements/programmation,3,104 rue de la république,73200,Albertville,104 rue de la république 73200 Albertville ,"Etre d’ici, venir d’ailleurs... Pourquoi des hommes partent de leur terre natale, comment s’intègrent-ils dans leur pays d’accueil ? Projection des films « Mon voyage chez vous » (une correspondance vidéo entre des jeunes mineurs isolés et une classe d’Ugine) et « Par delà les cimes » (sur les migrations en Savoie, notamment italienne). La réalisatrice Mathilde Syre et Mino Faita, poète et historien, vous proposent une soirée de partage pour interroger les migrations d’hier et celles d’aujourd’hui."
45.1641585,5.732971800000001,Isère,Le Voyage de Roméo ,Expression artistique des personnes migrantes,BD-Concert,Mer 18 nov,Semaine du 16 novembre,19h30,Espace 600,Festival international de Théâtre Action à Grenoble dans le cadre du festival Migrant'Scène,04 57 13 68 12 – communication.opheliatheatre@gmail.com,http://traces-migrations.org/2020/09/10/isere-1118-fita/,www.fita-rhonealpes.fr,13 € / 7 € / 4 €,97 Galerie de l’Arlequin,38100,Grenoble,97 Galerie de l’Arlequin 38100 Grenoble ,"Cette pièce est un portrait, celui de Roméo, danseur ivoirien, fuyant la guerre dans son pays et arrivant en France en 2013. C’est l’histoire de sa danse, qui se transforme et s’enrichit au fur et à mesure du chemin. À travers l'histoire individuelle d'un danseur, il s'agira de montrer la vivacité créatrice de ceux qui doivent s'adapter et inventer un nouveau mode de vie. Mise en scène Sylvie Pabiot, en collaboration avec Roméo Bron Bi."
45.78429,4.8525119,Rhone,"Les oiseaux migrateurs, à la découverte de la notion de frontières",Frontières,"Conférence, Jeune public",Mer 18 nov,Semaine du 16 novembre,15h,Musée d’art contemporain,Musée d’art contemporain,publics@mac-lyon.com / 04 72 69 17 19,http://traces-migrations.org/2020/09/10/1118macjp/,https://www.mac-lyon.com/fr,5 € enfants/ 6 € ou 9 € adultes,81 Quai Charles de Gaulle,69006,Lyon,81 Quai Charles de Gaulle 69006 Lyon ,"Conférence à destination des enfants autour de la notion de frontières, par l'exemple de la migration des oiseaux. Les jeunes sont invités à préparer leur rencontre avec le chercheur en élaborant une première recherche sur le sujet. Envoyés en amont de la conférence, ces éléments de recherche intègreront l’exposé du chercheur. A l’occasion de l’exposition « Comme un parfum d’aventure », et dans le cadre de la « Petite école de l’Anthropocène »."
,,Rhone,Histoire(s) de musulmans et de juifs du Maghreb,Histoire coloniale,"Projection, Débat",Jeu 19 nov,Semaine du 16 novembre,19h,Mairie du 1er,"Alberto Crespo, réalisateur - Claire Marynower, Laboratoire Pacte (Univ. Grenoble Alpes), Coup de Soleil Auvergne-Rhône-Alpes","claire.marynower@iepg.fr, coupdesoleilra@gmail.com",http://traces-migrations.org/2020/09/10/rhone1119mairie1/,,Gratuit,,,,   ,"Il y a un passé que le présent a recouvert : au Maghreb, pendant des siècles, vivaient des musulmans et des juifs. Ils travaillaient ensemble, parlaient les mêmes langues, portaient parfois les mêmes prénoms. À travers de courts films tournés au Maroc, nous interrogerons la façon dont nous pouvons aborder cette coexistence aujourd’hui. Venez avec vos souvenirs, vos histoires, vos doutes et vos questions."
45.7640568,4.827593999999999,Rhone,Les foyers de travailleurs immigrés à l'épreuve du temps (et de la crise sanitaire) ,"20 ans du réseau Traces, Travail, Habitat","Conférence, Table ronde",Jeu 19 nov,Semaine du 16 novembre,19h,Musées Gadagne,le réseau Traces et le Musée Gadagne,04 78 42 03 61,http://traces-migrations.org/2020/09/10/rhone1119chibanis/,www.gadagne.musees.lyon.fr,Gratuit,1 Place du Petit Collège,69005,Lyon,1 Place du Petit Collège 69005 Lyon ,"La biennale Traces a été créée il y a vingt ans pour donner de la visibilité à une catégorie d’immigrés que l’on avait tendance à oublier : les hommes vieillissant seuls dans les foyers de travailleurs. Ces “chibanis” ont commencé à questionner le monde associatif, les gestionnaires de foyers et de résidences sociales ainsi que les responsables politiques dès les années 1970. En 2020, il s’agit de faire un bilan de toutes les activités qui ont croisé l’histoire et les mémoires de cette population et de souligner l’actualité du problème, en sollicitant la participation des principaux intéressés et de celles et ceux qui les ont accompagnés dans leurs trajectoires.Introduction par Jacques Barou, anthropologue et sociologue, Directeur de recherches émérite CNRS, travaillant depuis les années 1970 sur les questions d'immigration et témoignages de l'association L’Olivier des Sages."
45.4318596,4.390601,Loire,"Mémoires de guerres, Mémoires de soldats oubliés ",Histoire coloniale,"Projection, Débat",Jeu 19 nov,Semaine du 16 novembre,20h30,Café-lecture Le Remue-Méninges,Le Remue-Méninges et l’association Le Grain,contact@remue-meninges.com - 04 77 37 87 50,http://traces-migrations.org/2020/09/11/loire-1119-memoiresg/,www.remue-meninges.com,Gratuit,43 rue Michelet,42000, Saint-Etienne,43 rue Michelet 42000  Saint-Etienne ,"Rencontre autour du documentaire d'Éric Blanchot (2005, Le Grain, 32 min.), animée par Léla Bencharif. Ce film retrace la participation des combattants coloniaux à la 2nd guerre mondiale. Leur propre histoire tend à perdre tout statut de réalité tant leurs liens à la grande Histoire sont méconnus, voir déniés."
45.779221,4.878559,Rhone,Être une ville accueillante pour les personnes exilées,Hospitalité,"Conférence, Table ronde",Ven 20 nov,Semaine du 16 novembre,18h,CCO Jean-Pierre Lachaize,"le réseau Traces, La Cimade/Festival Migrant’Scène, le CCO Jean-Pierre Lachaize",vieassociative@cco-villeurbanne.org,http://traces-migrations.org/2020/09/10/rhone1120cco/,www.cco-villeurbanne.org/ville-accueillante-pour-les-personnes-exilees,Gratuit,39 rue Georges Courteline,69100,Villeurbanne,39 rue Georges Courteline 69100 Villeurbanne ,"L’arrivée de nombreux·se·s exilé·e·s en Europe au début des années 2010, corrélée au durcissement des politiques étatiques et à la fermeture des frontières, ont conduit à des situations humaines d’extrême précarité devenues insoutenables. Préoccupées par la situation des personnes exilées sur leur territoire, des villes se sont engagées dans des démarches d’accueil allant de la réflexion à la mise en oeuvre d’expérimentations concrètes. Dans le même temps, de nombreuses initiatives locales sont portées par des citoyen.ne.s, des associations, des collectifs, manifestant leur solidarité. À travers les expériences de Palerme, Villeurbanne et de l’Association Nationale des Villes et Territoires Accueillants, l’objectif est d’interroger et de partager les possibilités d’actions. Il s’agira aussi de montrer les résistances, les difficultés, les contradictions, les limites de certains discours ; faire réagir en donnant la parole à tou.te.s les acteur.trice.s de terrain. En présence de Leoluca Orlando, maire de Palerme, Italie, Cédric Van Styvendael, maire de Villeurbanne, Myriam Laïdouni-Denis, représentante de l’Association Nationale des Villes et Territoires Accueillants et Lison Leneveler, doctorante en droit public, résidente au Rize."
45.737232,4.8685595,Rhone,"Préserver l’hospitalité, Usages et appropriations des lieux d’accueil en métropole lyonnaise",Hospitalité,"Conférence, Table ronde",Ven 20 nov,Semaine du 16 novembre,14h30,Auditorium de la médiathèque du Bachut,LALCA - Laboratoire d’Architectes-Lutteurs Chercheurs-Artistes.,contact@lalca.org,http://traces-migrations.org/2020/09/10/rhone1120lalca/,www.lalca.org,Gratuit,2 place du 11 novembre 1918,69008,Lyon,2 place du 11 novembre 1918 69008 Lyon ,"Faire hospitalité dans la métropole lyonnaise ? Pour cette table ronde, LALCA souhaite croiser son expérience de recherche-création aux bains-douches Delessert (Lyon, 7e) avec celles d’autres acteurs de plusieurs structures d’aide sociale qui constituent autant de refuges dans la ville. Un temps pour interroger ensemble les usages de ces lieux, comment valoriser ces pratiques inattendues, voire patrimonialiser ces hospitalités singulières ? Discussions en présence de : la Péniche-accueil Balajo, l'accueil Le PHARE - Foyer Notre-Dame des Sans Abri, Bains-douches Delessert, Ensemble pour un repas, Bibliothèque municipale de Lyon, Centre d'Accueil des Demandeurs d'Asile Forum Réfugiés de Villeurbanne."
